"company","title","career","address","deadline","link"
"에스트래픽㈜","에스트래픽 교통시스템 하드웨어 개발 경력직 채용","경력3년↑","경기 성남시 분당구 판교로 338 (삼평동) 한국전자무역센터 5층","~04/30(화)","https://www.jobkorea.co.kr/Recruit/GI_Read/44431451?Oem_Code=C1&logpath=1&stext=하드웨어&listno=84"
"㈜리더스테크","하드웨어 신입/경력 채용","경력무관","경기 부천시 원미구 부천로298번길 20 (도당동) 리더스테크","~06/08(토)","https://www.jobkorea.co.kr/Recruit/GI_Read/44428964?Oem_Code=C1&logpath=1&stext=하드웨어&listno=85"
"아이리텍인크 한국영업소","Hardware 개발, 설계, 생산관리 담당자 Senior Member","경력10년↑","서울 금천구 서부샛길 606 (가산동, 대성디폴리스지식산업센터) A동 801호","~06/08(토)","https://www.jobkorea.co.kr/Recruit/GI_Read/44427302?Oem_Code=C1&logpath=1&stext=하드웨어&listno=86"
"아이리텍인크 한국영업소","Hardware 개발, 생산지원/관리 및 QA/QC Senior Member","신입·경력10년↑","서울 금천구 서부샛길 606 (가산동, 대성디폴리스지식산업센터) A동 801호","~05/09(목)","https://www.jobkorea.co.kr/Recruit/GI_Read/44427230?Oem_Code=C1&logpath=1&stext=하드웨어&listno=87"
"㈜지에스솔루션스","[의왕역 인근] 철도교육훈련장비 하드웨어(H/W) 제작/조립/설치 담당자 모집","신입","경기 의왕시 오봉산단3로 25 (삼동) 더리브비즈원 1101호","~05/09(목)","https://www.jobkorea.co.kr/Recruit/GI_Read/44424302?Oem_Code=C1&logpath=1&stext=하드웨어&listno=88"
"㈜테솔로","[테솔로] 로봇-로보틱스 하드웨어(H/W) 엔지니어 모집 (신입 / 경력)","신입·경력","경기 광명시 일직로 43 (일직동) GIDC A동 26층","~05/09(목)","https://www.jobkorea.co.kr/Recruit/GI_Read/44422639?Oem_Code=C1&logpath=1&stext=하드웨어&listno=89"
"현대엠시스템즈㈜","현대엠시스템즈(주) H/W(하드웨어) 개발담당 채용","경력5년↑","경기 수원시 영통구 신원로 88 (신동, 디지털엠파이어2) 102동 805호","~05/09(목)","https://www.jobkorea.co.kr/Recruit/GI_Read/44421477?Oem_Code=C1&logpath=1&stext=하드웨어&listno=90"
"아이씨뱅큐㈜","프로덕트 엔지니어 모집 (오픈소스 하드웨어, 코딩교육)","경력3년↑","서울 금천구 독산동 현대지식산업센터 A동 2301호","~05/09(목)","https://www.jobkorea.co.kr/Recruit/GI_Read/44420416?Oem_Code=C1&logpath=1&stext=하드웨어&listno=91"
"㈜에이블랩스(ABLE Labs Inc.)","하드웨어 개발 엔지니어 채용","경력5년↑","인천 연수구 송도과학로16번길 13-39 (송도동, 엠씨넥스타워) 12층","~05/08(수)","https://www.jobkorea.co.kr/Recruit/GI_Read/44414893?Oem_Code=C1&logpath=1&stext=하드웨어&listno=92"
"㈜유투에스알","(병역특례지원가능)하드웨어 제작 , 회로 및 펌웨어 설계 개발자 모집","경력무관","경기 고양시 일산동구 하늘마을로 158 (중산동, 대방 트리플라온 비즈니스 타워) C동 1103호","~05/08(수)","https://www.jobkorea.co.kr/Recruit/GI_Read/44411608?Oem_Code=C1&logpath=1&stext=하드웨어&listno=93"
"에코디엠랩주식회사","[에코디엠랩]R&D Center 하드웨어 개발(2명) 정규직 채용","신입","경기 안양시 동안구 엘에스로116번길 118 (호계동, 안양2차SKV1center) 제 3층","~05/08(수)","https://www.jobkorea.co.kr/Recruit/GI_Read/44411291?Oem_Code=C1&logpath=1&stext=하드웨어&listno=94"
